email,interests,recommended_projects
steve.young@example.com,"['C++ Programming', 'Android Mobile App Programming', 'Machine Learning', 'Data Analysis', 'Web Development', 'UI/UX Design']","['PLCS0541', 'PLCS0841', 'PLCS0239', 'PLCS0806', 'PLCS0569', 'PLCS0564', 'PLCS0553', 'PLCS0306', 'PLCS0288', 'PLCS0350']"
caleb.crawford@example.com,"['Data Analysis', 'Java Programming', 'Android Mobile App Programming']","['PLCS0115', 'PLCS0842', 'PLCS0864', 'PLCS0935', 'PLCS0964', 'PLCS0561', 'PLCS0526', 'PLCS0956', 'PLCS0251', 'PLCS0284']"
evan.huffman@example.com,"['Machine Learning', 'Data Analysis', 'Web Development']","['PLCS0125', 'PLCS0969', 'PLCS0472', 'PLCS0979', 'PLCS0192', 'PLCS0481', 'PLCS0967', 'PLCS0777', 'PLCS0750', 'PLCS0485']"
jonathan.evans@example.com,"['Data Analysis', 'Machine Learning', 'UI/UX Design', 'Web Development', 'C++ Programming']","['PLCS0584', 'PLCS0751', 'PLCS0775', 'PLCS0866', 'PLCS0625', 'PLCS0267', 'PLCS0857', 'PLCS0665', 'PLCS0496', 'PLCS0021']"
lauren.clayton@example.com,"['C++ Programming', 'Android Mobile App Programming', 'Machine Learning', 'Web Development', 'UI/UX Design', 'Data Analysis']","['PLCS0541', 'PLCS0841', 'PLCS0239', 'PLCS0806', 'PLCS0569', 'PLCS0564', 'PLCS0553', 'PLCS0306', 'PLCS0288', 'PLCS0350']"
sarah.smith@example.com,"['Machine Learning', 'Web Development', 'Android Mobile App Programming', 'Java Programming']","['PLCS0761', 'PLCS0585', 'PLCS0491', 'PLCS0776', 'PLCS0545', 'PLCS0275', 'PLCS0106', 'PLCS0926', 'PLCS0317', 'PLCS0913']"
mary.pollard@example.com,"['Android Mobile App Programming', 'Java Programming', 'Machine Learning', 'Data Analysis', 'UI/UX Design']","['PLCS0804', 'PLCS0288', 'PLCS0414', 'PLCS0350', 'PLCS0699', 'PLCS0806', 'PLCS0147', 'PLCS0071', 'PLCS0841', 'PLCS0061']"
jessica.cox@example.com,"['C++ Programming', 'Java Programming', 'UI/UX Design', 'Data Analysis']","['PLCS0230', 'PLCS0637', 'PLCS0808', 'PLCS0260', 'PLCS0232', 'PLCS0111', 'PLCS0117', 'PLCS0762', 'PLCS0294', 'PLCS0189']"
sabrina.lee@example.com,"['Android Mobile App Programming', 'Data Analysis', 'Java Programming', 'C++ Programming', 'Machine Learning']","['PLCS0977', 'PLCS0638', 'PLCS0911', 'PLCS0103', 'PLCS0085', 'PLCS0782', 'PLCS0240', 'PLCS0577', 'PLCS0314', 'PLCS0745']"
traci.aguilar@example.com,"['Machine Learning', 'Data Analysis', 'C++ Programming', 'Java Programming']","['PLCS0201', 'PLCS0632', 'PLCS0870', 'PLCS0675', 'PLCS0449', 'PLCS0440', 'PLCS0660', 'PLCS0186', 'PLCS0621', 'PLCS0056']"
brent.rios@example.com,"['Machine Learning', 'Java Programming', 'UI/UX Design', 'Web Development']","['PLCS0743', 'PLCS0584', 'PLCS0405', 'PLCS0665', 'PLCS0181', 'PLCS0857', 'PLCS0751', 'PLCS0775', 'PLCS0164', 'PLCS0267']"
suzanne.jenkins@example.com,"['Data Analysis', 'UI/UX Design', 'Machine Learning', 'Java Programming', 'Android Mobile App Programming', 'Web Development']","['PLCS0854', 'PLCS0191', 'PLCS0350', 'PLCS0841', 'PLCS0699', 'PLCS0931', 'PLCS0564', 'PLCS0920', 'PLCS0804', 'PLCS0677']"
stacey.fox@example.com,"['Java Programming', 'C++ Programming', 'Data Analysis', 'Machine Learning', 'Web Development', 'UI/UX Design']","['PLCS0970', 'PLCS0232', 'PLCS0808', 'PLCS0117', 'PLCS0762', 'PLCS0702', 'PLCS0230', 'PLCS0163', 'PLCS0499', 'PLCS0637']"
calvin.martin@example.com,"['Web Development', 'Java Programming', 'Data Analysis']","['PLCS0022', 'PLCS0978', 'PLCS0822', 'PLCS0940', 'PLCS0219', 'PLCS0908', 'PLCS0180', 'PLCS0332', 'PLCS0257', 'PLCS0824']"
carolyn.wilson@example.com,"['UI/UX Design', 'Java Programming', 'Android Mobile App Programming', 'Web Development', 'C++ Programming', 'Machine Learning', 'Data Analysis']","['PLCS0564', 'PLCS0609', 'PLCS0806', 'PLCS0553', 'PLCS0239', 'PLCS0350', 'PLCS0872', 'PLCS0644', 'PLCS0306', 'PLCS0569']"
amy.nguyen@example.com,"['Android Mobile App Programming', 'Web Development', 'C++ Programming', 'UI/UX Design']","['PLCS0687', 'PLCS0699', 'PLCS0677', 'PLCS0553', 'PLCS0653', 'PLCS0306', 'PLCS0288', 'PLCS0350', 'PLCS0541', 'PLCS0564']"
suzanne.dawson@example.com,"['Data Analysis', 'Java Programming', 'Machine Learning', 'UI/UX Design', 'Web Development', 'Android Mobile App Programming', 'C++ Programming']","['PLCS0564', 'PLCS0609', 'PLCS0806', 'PLCS0553', 'PLCS0239', 'PLCS0350', 'PLCS0872', 'PLCS0644', 'PLCS0306', 'PLCS0569']"
angie.todd@example.com,"['Machine Learning', 'Data Analysis', 'Web Development']","['PLCS0125', 'PLCS0969', 'PLCS0472', 'PLCS0979', 'PLCS0192', 'PLCS0481', 'PLCS0967', 'PLCS0777', 'PLCS0750', 'PLCS0485']"
logan.gonzalez@example.com,"['C++ Programming', 'Data Analysis', 'Machine Learning', 'Android Mobile App Programming', 'UI/UX Design', 'Java Programming', 'Web Development']","['PLCS0564', 'PLCS0609', 'PLCS0806', 'PLCS0553', 'PLCS0239', 'PLCS0350', 'PLCS0872', 'PLCS0644', 'PLCS0306', 'PLCS0569']"
nathaniel.hanson@example.com,"['Machine Learning', 'UI/UX Design', 'Data Analysis', 'Web Development', 'Java Programming', 'Android Mobile App Programming', 'C++ Programming']","['PLCS0564', 'PLCS0609', 'PLCS0806', 'PLCS0553', 'PLCS0239', 'PLCS0350', 'PLCS0872', 'PLCS0644', 'PLCS0306', 'PLCS0569']"
kim.taylor@example.com,"['C++ Programming', 'Machine Learning', 'Data Analysis', 'Android Mobile App Programming']","['PLCS0576', 'PLCS0406', 'PLCS0547', 'PLCS0919', 'PLCS0217', 'PLCS0771', 'PLCS0281', 'PLCS0953', 'PLCS0203', 'PLCS0701']"
samantha.king@example.com,"['C++ Programming', 'UI/UX Design', 'Web Development', 'Machine Learning', 'Android Mobile App Programming', 'Java Programming']","['PLCS0218', 'PLCS0569', 'PLCS0677', 'PLCS0872', 'PLCS0687', 'PLCS0288', 'PLCS0920', 'PLCS0699', 'PLCS0564', 'PLCS0197']"
jeffrey.stevens@example.com,"['Data Analysis', 'Machine Learning', 'Java Programming', 'Android Mobile App Programming', 'C++ Programming', 'UI/UX Design']","['PLCS0677', 'PLCS0147', 'PLCS0197', 'PLCS0350', 'PLCS0191', 'PLCS0920', 'PLCS0644', 'PLCS0653', 'PLCS0165', 'PLCS0588']"
lori.price@example.com,"['UI/UX Design', 'Data Analysis', 'C++ Programming', 'Web Development', 'Java Programming']","['PLCS0459', 'PLCS0260', 'PLCS0970', 'PLCS0762', 'PLCS0163', 'PLCS0117', 'PLCS0232', 'PLCS0671', 'PLCS0713', 'PLCS0716']"
jenna.smith@example.com,"['UI/UX Design', 'Web Development', 'Data Analysis']","['PLCS0665', 'PLCS0960', 'PLCS0181', 'PLCS0866', 'PLCS0021', 'PLCS0584', 'PLCS0676', 'PLCS0634', 'PLCS0267', 'PLCS0446']"
jeffrey.marshall@example.com,"['Java Programming', 'C++ Programming', 'Data Analysis']","['PLCS0837', 'PLCS0624', 'PLCS0497', 'PLCS0527', 'PLCS0220', 'PLCS0868', 'PLCS0606', 'PLCS0610', 'PLCS0069', 'PLCS0948']"
amanda.peters@example.com,"['UI/UX Design', 'Java Programming', 'Data Analysis', 'Android Mobile App Programming']","['PLCS0306', 'PLCS0147', 'PLCS0414', 'PLCS0350', 'PLCS0687', 'PLCS0288', 'PLCS0804', 'PLCS0677', 'PLCS0806', 'PLCS0699']"
peter.smith@example.com,"['Data Analysis', 'Web Development', 'UI/UX Design', 'Machine Learning', 'C++ Programming', 'Java Programming', 'Android Mobile App Programming']","['PLCS0564', 'PLCS0609', 'PLCS0806', 'PLCS0553', 'PLCS0239', 'PLCS0350', 'PLCS0872', 'PLCS0644', 'PLCS0306', 'PLCS0569']"
danny.kelley@example.com,"['Web Development', 'Data Analysis', 'Machine Learning', 'Android Mobile App Programming']","['PLCS0317', 'PLCS0761', 'PLCS0662', 'PLCS0106', 'PLCS0520', 'PLCS0098', 'PLCS0981', 'PLCS0370', 'PLCS0973', 'PLCS0776']"
christine.camacho@example.com,"['Java Programming', 'UI/UX Design', 'Data Analysis', 'Android Mobile App Programming', 'Machine Learning', 'Web Development', 'C++ Programming']","['PLCS0564', 'PLCS0609', 'PLCS0806', 'PLCS0553', 'PLCS0239', 'PLCS0350', 'PLCS0872', 'PLCS0644', 'PLCS0306', 'PLCS0569']"
francis.baker@example.com,"['Android Mobile App Programming', 'UI/UX Design', 'Java Programming', 'Web Development', 'Machine Learning', 'C++ Programming', 'Data Analysis']","['PLCS0564', 'PLCS0609', 'PLCS0806', 'PLCS0553', 'PLCS0239', 'PLCS0350', 'PLCS0872', 'PLCS0644', 'PLCS0306', 'PLCS0569']"
karen.horton@example.com,"['Android Mobile App Programming', 'Machine Learning', 'C++ Programming', 'Web Development']","['PLCS0429', 'PLCS0761', 'PLCS0926', 'PLCS0106', 'PLCS0370', 'PLCS0585', 'PLCS0776', 'PLCS0913', 'PLCS0696', 'PLCS0545']"
brianna.poole@example.com,"['Android Mobile App Programming', 'C++ Programming', 'Machine Learning', 'Web Development', 'Java Programming', 'UI/UX Design', 'Data Analysis']","['PLCS0564', 'PLCS0609', 'PLCS0806', 'PLCS0553', 'PLCS0239', 'PLCS0350', 'PLCS0872', 'PLCS0644', 'PLCS0306', 'PLCS0569']"
margaret.johnson@example.com,"['Android Mobile App Programming', 'UI/UX Design', 'C++ Programming', 'Java Programming', 'Machine Learning', 'Data Analysis']","['PLCS0677', 'PLCS0147', 'PLCS0197', 'PLCS0350', 'PLCS0191', 'PLCS0920', 'PLCS0644', 'PLCS0653', 'PLCS0165', 'PLCS0588']"
amanda.wiggins@example.com,"['Web Development', 'Machine Learning', 'UI/UX Design', 'Android Mobile App Programming', 'C++ Programming', 'Java Programming']","['PLCS0218', 'PLCS0569', 'PLCS0677', 'PLCS0872', 'PLCS0687', 'PLCS0288', 'PLCS0920', 'PLCS0699', 'PLCS0564', 'PLCS0197']"
kyle.murray@example.com,"['Web Development', 'Android Mobile App Programming', 'Data Analysis', 'Machine Learning', 'UI/UX Design']","['PLCS0147', 'PLCS0569', 'PLCS0854', 'PLCS0414', 'PLCS0687', 'PLCS0609', 'PLCS0061', 'PLCS0218', 'PLCS0804', 'PLCS0841']"
anthony.graves@example.com,"['Machine Learning', 'Java Programming', 'C++ Programming', 'Web Development', 'Data Analysis']","['PLCS0043', 'PLCS0236', 'PLCS0535', 'PLCS0647', 'PLCS0796', 'PLCS0040', 'PLCS0400', 'PLCS0589', 'PLCS0579', 'PLCS0927']"
grant.hayes@example.com,"['C++ Programming', 'Web Development', 'UI/UX Design']","['PLCS0496', 'PLCS0634', 'PLCS0267', 'PLCS0751', 'PLCS0743', 'PLCS0857', 'PLCS0021', 'PLCS0866', 'PLCS0625', 'PLCS0542']"
kelly.diaz@example.com,"['C++ Programming', 'Web Development', 'UI/UX Design', 'Java Programming', 'Android Mobile App Programming']","['PLCS0569', 'PLCS0564', 'PLCS0350', 'PLCS0677', 'PLCS0699', 'PLCS0872', 'PLCS0687', 'PLCS0191', 'PLCS0804', 'PLCS0609']"
jesus.spears@example.com,"['Java Programming', 'C++ Programming', 'Android Mobile App Programming']","['PLCS0085', 'PLCS0060', 'PLCS0119', 'PLCS0782', 'PLCS0103', 'PLCS0745', 'PLCS0807', 'PLCS0717', 'PLCS0445', 'PLCS0911']"
martha.chen@example.com,"['Web Development', 'Android Mobile App Programming', 'Machine Learning', 'Java Programming', 'C++ Programming', 'UI/UX Design']","['PLCS0218', 'PLCS0569', 'PLCS0677', 'PLCS0872', 'PLCS0687', 'PLCS0288', 'PLCS0920', 'PLCS0699', 'PLCS0564', 'PLCS0197']"
jason.gillespie@example.com,"['Data Analysis', 'Android Mobile App Programming', 'C++ Programming', 'Java Programming', 'UI/UX Design']","['PLCS0218', 'PLCS0804', 'PLCS0350', 'PLCS0699', 'PLCS0609', 'PLCS0191', 'PLCS0197', 'PLCS0687', 'PLCS0071', 'PLCS0872']"
daniel.sullivan@example.com,"['Android Mobile App Programming', 'Web Development', 'Data Analysis', 'C++ Programming']","['PLCS0429', 'PLCS0370', 'PLCS0913', 'PLCS0585', 'PLCS0973', 'PLCS0645', 'PLCS0926', 'PLCS0761', 'PLCS0938', 'PLCS0317']"
sabrina.johnson@example.com,"['C++ Programming', 'Machine Learning', 'Android Mobile App Programming', 'Java Programming', 'Data Analysis', 'UI/UX Design', 'Web Development']","['PLCS0564', 'PLCS0609', 'PLCS0806', 'PLCS0553', 'PLCS0239', 'PLCS0350', 'PLCS0872', 'PLCS0644', 'PLCS0306', 'PLCS0569']"
olivia.miller@example.com,"['Machine Learning', 'Web Development', 'Data Analysis']","['PLCS0125', 'PLCS0969', 'PLCS0472', 'PLCS0979', 'PLCS0192', 'PLCS0481', 'PLCS0967', 'PLCS0777', 'PLCS0750', 'PLCS0485']"
susan.schwartz@example.com,"['C++ Programming', 'Web Development', 'UI/UX Design', 'Machine Learning', 'Java Programming', 'Data Analysis']","['PLCS0970', 'PLCS0232', 'PLCS0808', 'PLCS0117', 'PLCS0762', 'PLCS0702', 'PLCS0230', 'PLCS0163', 'PLCS0499', 'PLCS0637']"
steven.wright@example.com,"['Data Analysis', 'Java Programming', 'C++ Programming', 'Android Mobile App Programming', 'UI/UX Design', 'Machine Learning']","['PLCS0677', 'PLCS0147', 'PLCS0197', 'PLCS0350', 'PLCS0191', 'PLCS0920', 'PLCS0644', 'PLCS0653', 'PLCS0165', 'PLCS0588']"
christine.sanders@example.com,"['Android Mobile App Programming', 'Data Analysis', 'Web Development', 'C++ Programming']","['PLCS0429', 'PLCS0370', 'PLCS0913', 'PLCS0585', 'PLCS0973', 'PLCS0645', 'PLCS0926', 'PLCS0761', 'PLCS0938', 'PLCS0317']"
anthony.jensen@example.com,"['Android Mobile App Programming', 'Data Analysis', 'Java Programming', 'Web Development', 'Machine Learning', 'UI/UX Design', 'C++ Programming']","['PLCS0564', 'PLCS0609', 'PLCS0806', 'PLCS0553', 'PLCS0239', 'PLCS0350', 'PLCS0872', 'PLCS0644', 'PLCS0306', 'PLCS0569']"
jessica.mitchell@example.com,"['Java Programming', 'C++ Programming', 'Android Mobile App Programming', 'Machine Learning', 'Data Analysis', 'UI/UX Design']","['PLCS0677', 'PLCS0147', 'PLCS0197', 'PLCS0350', 'PLCS0191', 'PLCS0920', 'PLCS0644', 'PLCS0653', 'PLCS0165', 'PLCS0588']"
wendy.hess@example.com,"['Data Analysis', 'Android Mobile App Programming', 'C++ Programming', 'UI/UX Design', 'Web Development', 'Machine Learning']","['PLCS0541', 'PLCS0841', 'PLCS0239', 'PLCS0806', 'PLCS0569', 'PLCS0564', 'PLCS0553', 'PLCS0306', 'PLCS0288', 'PLCS0350']"
nathan.wang@example.com,"['Data Analysis', 'Machine Learning', 'C++ Programming', 'Web Development', 'Java Programming', 'Android Mobile App Programming']","['PLCS0060', 'PLCS0227', 'PLCS0085', 'PLCS0911', 'PLCS0445', 'PLCS0782', 'PLCS0452', 'PLCS1000', 'PLCS0119', 'PLCS0226']"
lisa.ford@example.com,"['Android Mobile App Programming', 'C++ Programming', 'Web Development', 'Data Analysis', 'Machine Learning', 'UI/UX Design', 'Java Programming']","['PLCS0564', 'PLCS0609', 'PLCS0806', 'PLCS0553', 'PLCS0239', 'PLCS0350', 'PLCS0872', 'PLCS0644', 'PLCS0306', 'PLCS0569']"
jeffrey.rodriguez@example.com,"['Java Programming', 'C++ Programming', 'Android Mobile App Programming', 'Data Analysis', 'Machine Learning', 'UI/UX Design']","['PLCS0677', 'PLCS0147', 'PLCS0197', 'PLCS0350', 'PLCS0191', 'PLCS0920', 'PLCS0644', 'PLCS0653', 'PLCS0165', 'PLCS0588']"
william.ibarra@example.com,"['Java Programming', 'Web Development', 'Machine Learning']","['PLCS0354', 'PLCS0066', 'PLCS0485', 'PLCS0895', 'PLCS0522', 'PLCS0057', 'PLCS0659', 'PLCS0472', 'PLCS0750', 'PLCS0099']"
mary.blackwell@example.com,"['UI/UX Design', 'Machine Learning', 'Web Development', 'Android Mobile App Programming']","['PLCS0071', 'PLCS0414', 'PLCS0564', 'PLCS0553', 'PLCS0165', 'PLCS0541', 'PLCS0191', 'PLCS0197', 'PLCS0218', 'PLCS0920']"
billy.lopez@example.com,"['Android Mobile App Programming', 'UI/UX Design', 'Web Development', 'Data Analysis']","['PLCS0677', 'PLCS0288', 'PLCS0644', 'PLCS0218', 'PLCS0569', 'PLCS0165', 'PLCS0071', 'PLCS0804', 'PLCS0806', 'PLCS0191']"
carolyn.williams@example.com,"['Java Programming', 'UI/UX Design', 'Data Analysis', 'Web Development', 'Machine Learning']","['PLCS0021', 'PLCS0676', 'PLCS0844', 'PLCS0584', 'PLCS0446', 'PLCS0634', 'PLCS0751', 'PLCS0665', 'PLCS0775', 'PLCS0743']"
julie.bryant@example.com,"['Data Analysis', 'Machine Learning', 'C++ Programming', 'UI/UX Design', 'Android Mobile App Programming', 'Web Development']","['PLCS0541', 'PLCS0841', 'PLCS0239', 'PLCS0806', 'PLCS0569', 'PLCS0564', 'PLCS0553', 'PLCS0306', 'PLCS0288', 'PLCS0350']"
janet.miller@example.com,"['Java Programming', 'Web Development', 'Android Mobile App Programming', 'C++ Programming', 'Machine Learning']","['PLCS0452', 'PLCS0720', 'PLCS0226', 'PLCS0227', 'PLCS0221', 'PLCS0445', 'PLCS0253', 'PLCS0874', 'PLCS0911', 'PLCS0717']"
sheila.franklin@example.com,"['UI/UX Design', 'C++ Programming', 'Machine Learning']","['PLCS0896', 'PLCS0839', 'PLCS0233', 'PLCS0473', 'PLCS0397', 'PLCS0883', 'PLCS0618', 'PLCS0315', 'PLCS0426', 'PLCS0757']"
